#CODE;RUSSIAN;x
EVTOPTB_ZE_2022;Не знают [Root.Culture.GetName]ий язык - их проблемы.;x
EVTDESC_ZE_2024;Становится очевидным, что когда [language_teacher.GetTitledFirstName] Вам не помогает, Ваши занятия приносят мало пользы. Вы начинаете понимать, что эта задача непосильна для самостоятельного обучения.;x
EVTOPTA_ZE_2024;Ну я хотя бы попыта[Root.GetLasLsya].;x
EVTDESC_ZE_2025;Ваша целеустремлённость и упорный труд приносят свои плоды. Вы освоили несколько языков, и владеете ими на достаточно высоком уровне. Если бы не [language_teacher.GetTitledFirstName] и [language_teacher.GetHersHis] уроки, Вы никогда не достигли бы таких успехов. Теперь Ваш престиж за рубежом значительно вырастет!;x
EVTOPTA_ZE_2025;Я знал[Root.GetEndA], что смогу!;x
EVTDESC_ZE_2026;Похоже, Вам не так-то просто сосредоточиться на учёбе, простые удовольствия, бытовые заботы, что угодно лучше чем эти скучные книги. Как только людям удаётся держать своё внимание на чём-то дни напролёт, когда вокруг столько интересного?;x
EVTOPTA_ZE_2026;Если я смогу запомнить пару фраз, день прошёл не зря!;x
EVTOPTB_ZE_2026;Полагаю, не каждому надо изучать языки.;x
EVTTOOLTIP_ZE_2026;Изучение языка прекратится.;x
EVTDESC_ZE_2027;Всем своим видом [Root.GetChancellorName] [language_teacher.GetTitledFirstName] показывал[language_teacher.GetEndA] разочарование: "[Root.PrimaryTitle.GetFOA], я верю, что Вы можете добиться успеха, но только, если искренне захотите этого. К сожалению, наши с Вами встречи редки, и это показывает насколько безразличны Вы к предмету. С Вашего позволения, я лучше займусь более насущными делами".;x
EVTOPTA_ZE_2027;Следите за своим языком или лишитесь его!;x
EVTOPTB_ZE_2027;Благодарю Вас за потраченное время.;x
opinion_unruly_spymaster;Непокорный шпион;x
EVTDESC_ZE_2061A;Быть членом Совета - просто непередаваемое ощущение. Обладать полномочиями влиять на решения о судьбе всей страны, быть в кругу доверия, так близко к огромным суммам денег... Неужели, если вдруг пропадёт несколько золотых монет, кто-то вообще это заметит?;x
#EVTDESC_ZE_2061B;The coffers are left open and unattended again. Surely, this is [liege.GetTitledFirstName]'s way of telling me that a small bonus is in order. [liege.GetSheHeCap] knows the other councillors would object if it were mentioned in their presence. ;Les coffres ont йtй laissйs ouverts et sans surveillance. C'est certainement la faзon de [liege.GetTitledFirstName] de me dire qu'un petit bonus est appropriй. А coup sыr, les autres conseillers refuseraient si c'йtait mentionnй en leur prйsence. ;Die Geldtruhen sind erneut offen und unbewacht. Sicherlich ist das die Art von [liege.GetTitledFirstName], mir verstehen zu geben, dass ich einen kleinen Bonus verdient habe. [liege.GetSheHeCap] weiЯ, dass die anderen Ratsmitglieder es nicht verstдnden, wollte man dies цffentlich tun. ;;Los cofres vuelven a quedar abiertos y sin vigilancia. Sin duda, este es el modo que [liege.GetTitledFirstName] me dice que modo de decirme que un pequeсo sobresueldo se da por entendido. [liege.GetSheHeCap] sabe que los otros consejero se opondrнan si se mencionase en su presencia.;;;;;;;;;x
EVTOPTA_ZE_2061;Думаю, я это заслужил[Root.GetEndA].;x
EVTOPTB_ZE_2061;Это неправильно.;x
EVTDESC_ZE_2062A;Любопытно... Обычно по утрам, я пересчитываю деньги - меня это успокаивает. Но сегодня, я обнаружил[Root.GetEndA], что их меньше чем должно быть. Неужели, кто-то посмел воровать у меня?;x
EVTDESC_ZE_2062B;Подсчитывая сегодняшние доходы, я обнаружил[Root.GetEndA], что денег в суднуках меньше чем обычно. Либо кто-то крадёт моё золото, либо я схожу с ума.;x
EVTOPTA_ZE_2062;Когда я поймаю эту крысу...;x
EVTOPTB_ZE_2062;Сейчас они крадут моё золото, а потом...;x
EVTDESC_ZE_2063A;Проходя мимо сокровищницы, Вы заметили, как [From.GetTitledFirstName] перебирает что-то в сундуке. Должно быть, Вы двигались очень тихо, потому что [From.GetSheHe] выглядел[From.GetEndA] весьма удивлённ[From.GetOyYm]. Вот значит, куда пропадает золото...;x
EVTDESC_ZE_2063B;Вы осторожно прикрыли дверь и приблизились к сундуку. "Там явно кто-то прячется", - подумали Вы. Резко пнув сундук ногой, Вы услышали мычание и хруст костей. [From.GetTitledFirstName] завыл[From.GetEndA] от боли.;x
EVTOPTA_ZE_2063;Я забуду об этом, но Вы будете должны мне.;x
EVTOPTB_ZE_2063;Ваше поведение недопустимо!;x
EVTDESC_ZE_2064;Ваш [Root.GetTreasurerName] [Root.job_treasurer.GetTitledFirstName] тоже заметил[Root.job_treasurer.GetEndA] пропажу денег, но утверждает, что есть только один человек, который мог их украсть - это [From.GetJobTitle] [From.GetTitledFirstName].;x
EVTOPTA_ZE_2064;Пусть пообещает, что это больше не повторится.;x
EVTOPTB_ZE_2064;[From.GetSheHeCap] покинет Совет.;x
EVTDESC_ZE_2065;Меня поймали за кражей денег из казны. Но, к счастью, м[From.GetOyaOy] [From.GetLordLady] добр[From.GetEndA] и милосерд[From.GetNaEn]. [From.GetSheHeCap] пообещал[From.GetEndA] не предпринимать ничего против меня в обмен на ответную услугу в будушем.;x
EVTOPTA_ZE_2065;Повезло.;x
EVTDESC_ZE_2066;Меня поймали за кражей денег из казны, но мне повезло отделаться предупреждением.;x
EVTOPTA_ZE_2066;Ещё бы чуть-чуть и...;x
#EVTDESC_ZE_2075;I've received a request for additional funds from my [GetSpymasterName] [Root.job_spymaster.GetFirstName]. [Root.job_spymaster.GetSheHeCap] is worried that it is too easy for spies to make their way inside your home and wants to take precautionary measures against hostile operations.;J'ai reзu une demande pour des fonds supplйmentaires en provenance de mon [GetSpymasterName] [Root.job_spymaster.GetFirstName]. La facilitй pour les espions de pйnйtrer dans notre demeure l'inquiиte et il semble que des mesures prйventives face aux opйrations hostiles soient nйcessaires.;Ich habe von meinem [GetSpymasterName] [Root.job_spymaster.GetFirstName] eine Anfrage nach mehr Geld erhalten. [Root.job_spymaster.GetSheHeCap] befьrchtet, dass Spione zu leicht in unser Zuhause eindringen kцnnen, und mцchte, dass ich VorsichtsmaЯnahmen gegen feindliche Operationen treffe.;;He recibido una solicitud de fondos adicionales de mi  [GetSpymasterName] [Root.job_spymaster.GetFirstName]. [Root.job_spymaster.GetSheHeCap] le preocupa que sea demasiado fбcil para los espнas abrirse camino en tu+C259 casa y quiere tomar medidas cautelares contra operaciones hostiles.;;;;;;;;;x
EVTOPTA_ZE_2075;Безопасность никогда не бывает лишней.;x
EVTOPTB_ZE_2075;Это слишком дорого.;x
EVTTOOLTIP_ZE_2075;Планировать контрмеры;x
EVTDESCA_ZE_2076;Сегодня мой [Root.GetSpymasterName] [safety_measure_spymaster.GetFirstName] представил[safety_measure_spymaster.GetEndA] мне свой план поимки шпионов при дворе. [safety_measure_spymaster.GetSheHeCap] предлагает ослабить половицы в ключевых местах, чтобы все могли слышать скрип, когда кто-то будет красться по ночам.;x
EVTDESCB_ZE_2076;[safety_measure_spymaster.GetTitledFirstName] представил[safety_measure_spymaster.GetEndA] мне свой план избавления от нарушителей. [safety_measure_spymaster.GetSheHeCap] предлагает разлить мыльную воду по полу, чтобы стало опасно ходить по нему ночами.;x
EVTOPTA_ZE_2076;Наконец-то я избавлюсь от этой головной боли.;x
EVTOPTB_ZE_2076;Это опасно!;x
EVTDESCA_ZE_2077;Проезжая через ворота, я столкну[Root.GetLasLsya] с большой лающей собакой. Мой конь испугался и начал пятиться. Я обнажил[Root.GetEndA] свой меч, чтобы прикончить зверя, но увидел[Root.GetEndA], как мой [Root.GetSpymasterName] [safety_measure_spymaster.GetFirstName] бежит навстречу и кричит: "Ко мне! Сидеть!" Прекратив лаять, пёс подбежал к н[safety_measure_spymaster.GetHerHim] и сел рядом.;x
EVTDESCB_ZE_2077;Когда Вы вошли в столовую, повсюду были перья и птичий помёт, на столе сидел здоровенный пеликан. [Root.GetSpymasterName] [safety_measure_spymaster.GetFirstName] постара[safety_measure_spymaster.GetLasLsya] успокоить меня, заявляя, что это новый "пеликаний страж".;x
EVTOPTA_ZE_2077;Хороший мальчик!;x
EVTOPTB_ZE_2077;Он укусил меня! Избавься от него!;x
EVTOPTC_ZE_2077;Он укусил мою сестру! Избавься от него!;x
EVTDESC_ZE_2078;[GetSpymasterName] [safety_measure_spymaster.GetFirstName] представил[safety_measure_spymaster.GetEndA] мне какой-то странный отвар. Зажав мой нос прищепкой, [safety_measure_spymaster.GetSheHe] заставил[safety_measure_spymaster.GetEndA] меня выпить эту мерзость, бормоча что-то о тёмных силах, которых это отпугнёт.;x
EVTOPTA_ZE_2078;Фу! От него разит чесноком!;x
EVTDESC_ZE_2080;Сегодня я заметил[Root.GetEndA], что [Root.GetSpymasterName] [safety_measure_spymaster.GetFirstName] строгает какие-то острые колья, когда вош[Root.GetLaYol] в [safety_measure_spymaster.GetHersHis] кабинет. Полн[safety_measure_spymaster.GetAyaYy] энтузиазма, [safety_measure_spymaster.GetSheHe] сказал[safety_measure_spymaster.GetEndA], что это поможет остановить любого нарушителя, который рискнёт проникнуть к нам.;x
EVTOPTA_ZE_2080;Ну надо, так надо...;x
EVTOPTB_ZE_2080;Это безумие пора прекращать!;x
EVTDESC_ZE_2081;Сегодня [safety_measure_spymaster.GetFirstName] сказал[safety_measure_spymaster.GetEndA], что хочет мне показать кое-что. Оказалось, это обычный флакон с водой. [safety_measure_spymaster.GetSheHeCap] заявил[safety_measure_spymaster.GetEndA], что "святая вода" отпугивает врагов. Разумеется пожертвования поставщику этой воду уже были перечислены.;x
EVTOPTA_ZE_2081;Дорогая водичка получилась.;x
EVTOPTB_ZE_2081;Прекрасная идея!;x
EVTOPTC_ZE_2081;Пора кончать с этим мракобесием!;x
EVTDESC_ZE_2083;Услышав крики в коридоре, я подош[Root.GetLaYol], чтобы узнать в чём дело. [spiritual.GetTitledFirstName] и [Root.GetSpymasterName] [safety_measure_spymaster.GetFirstName] ругались по поводу какого-то указа. Оказалось, [safety_measure_spymaster.GetFirstName] пыта[safety_measure_spymaster.GetLasLsya] убедить [spiritual.GetHersHis] объявить эту резиденцию священным местом.;x
EVTOPTA_ZE_2083;С меня хватит!;x
EVTOPTB_ZE_2083;Не волнуйтесь, [Root.GetSpymasterName] просто пошутил[safety_measure_spymaster.GetEndA]!;x
EVTOPTC_ZE_2083;Во сколько это обойдётся?;x
EVTDESC_ZE_2071;[blackmailed_target.GetTitledFirstName] сообщил[blackmailed_target.GetEndA] о серьёзной проблеме, которую Ваш [GetSpymasterName] [Root.job_spymaster.GetFirstName] создал[Root.job_spymaster.GetEndA], используя шпионов в личных целях, чтобы следить за н[blackmailed_target.GetEyIm].;x
EVTOPTA_ZE_2071;[Root.job_spymaster.GetFirstName] будет уволен[Root.job_spymaster.GetEndA] из Совета.;x
EVTOPTB_ZE_2071;Напомнить советнику об осторожности.;x
EVTOPTC_ZE_2071;Главное, результат...;x
EVTDESC_ZE_2030;Когда я ш[Root.GetLaYol] по коридору, навстречу мне внезапно выскочил крестьянин. С ужасом в глазах, он начал причитать: "[Root.PrimaryTitle.GetFOA]! Прошу, помогите. Моих овец растерзали дикие звери. Это ужасно, но сейчас я хочу только одного - выбраться отсюда! Я заплатил пошлину, стоял часами в очередях. Отпустите меня!";x
EVTOPTA_ZE_2030;[Root.GetChancellorName] отправится в темницу.;x
EVTOPTB_ZE_2030;Что ж, бывает... Проводите его.;x
bad_breath;Зловонное дыхание;x
prepared_home;Мой дом - моя крепость;x
prepared_home_desc;Эт[GetEtaEtot] [GetAgedPerson] принял[GetEndA] меры предосторожности от незванных гостей.;x
guard_dogs;Осторожно, злая собака;x
guard_dogs_desc;Эт[GetEtaEtot] [GetAgedPerson] использует сторожевых собак, чтобы не позволить чужакам тайно проникать в свой дом.;x
sanctuary;Святилище;x
sanctuary_desc;Объявлено, что дом эт[GetOyOgo] [GetAgedPersonGEN] построен на священной земле.;x
EVTDESC1029;Нечто, что как я думал[Root.GetEndA], мне удалось подавить в себе, вновь пробуждается из тёмных закоулков моей души. Непристойные мысли начинают заполнять мой разум.;x
EVTOPTB1029;Я больше не могу противиться этому.;x
EVTDESC_ZE_2028;[From.GetTitledFirstName] воспринял[From.GetEndA] в штыки Ваше предложение помочь [From.GetHerHim] с изучением иностранных языков.;x
EVTOPTA_ZE_2028;Дурные манеры до добра не доведут.;x
EVTDESC_ZE_2029;[From.GetTitledFirstName] был[From.GetEndA] весьма признател[From.GetSoftNaEn] мне за предложение помочь [From.GetHerHim] с изучением иностранных языков. [From.GetSheHeCap] даже публично выразил[From.GetEndA] мне особую благодарность за мои стремления на благо государства.;x
mercenary_martial_education_tooltip;[Root.GetFirstName] имеет военное образование\n;x
create_mercenary_company_feudal;Частная военная компания;x
create_mercenary_company_feudal_desc;Собрать войска, которыми будет командовать §Y[Root.GetFirstName]§!, для создания наёмной армии. Вы будете получать часть дохода этой компании, когда кто-нибудь наймёт её для своих военных нужд.;x
AIREASON_GOOD_COALITION_WAR;Хорошо, если §Y[GetTitledFirstName]§! ослабнет;x
AIREASON_BAD_COALITION_WAR;§Y[GetTitledFirstName]§! может стать угрозой;x
#INTERACTION_CANT_DOW_IN_COALITION;НЕ сражается в коалиционной войне;x
#INTERACTION_CANT_LEAVE_COALITION_AT_WAR;НЕ участвует в коалиционной войне против правителя, известного как §Y[Recipient.GetTitledFirstName]§!;x
INTERACTION_NOT_IN_WAR_WITH_TARGET;Убедитесь, что НЕ находитесь в состоянии войны с правителем, известным как §Y[Recipient.GetTitledFirstName]§!;x
MAPMODE_TRADE_ZONES_ONMAP_TOOLTIP_DESC1;Удерживая клавишу §GCtrl§!, кликните §GЛевой Кнопкой Мыши§!, чтобы показать глав знатных семей (патрициев), которых содержит в себе $REALM|Y$;x
MAPMODE_TRADE_ZONES_ONMAP_TOOLTIP_DESC2;Удерживая клавишу §GCtrl§!, кликните §GПравой Кнопкой Мыши§!, чтобы скрыть глав знатных семей (патрициев), которых содержит в себе $REALM|Y$;x
#MAPMODE_COALITIONS;§YКоалиции§!;;x
#MAPMODE_COALITIONS_DESC;Эта карта показывает государства, состоящие в коалиции, а также те, которые могут быть целями (противниками) для коалиции.;x
#COALITION_TARGET;Цель коалиции;x
#VALID_COALITION_TARGET;Может быть целью коалиции;x
#COALITION_TARGETS;В коалиции против: $TARGETS|Y$;x
MAPMODE_DYNASTY_ONMAP_TOOLTIP_DESC1;Удерживая клавишу §GCtrl§!, кликните §GЛевой Кнопкой Мыши§!, чтобы показать второстепенные династии, которые содержит в себе $REALM|Y$;x
MAPMODE_DYNASTY_ONMAP_TOOLTIP_DESC2;Удерживая клавишу §GCtrl§!, кликните §GПравой Кнопкой Мыши§!, чтобы скрыть второстепенные династии, которые содержит в себе $REALM|Y$;x
MAPMODE_GOVERNMENTS_ONMAP_TOOLTIP_DESC1;Удерживая клавишу §GCtrl§!, кликните §GЛевой Кнопкой Мыши§!, чтобы показать государственные системы, которые содержит в себе $REALM|Y$;x
MAPMODE_GOVERNMENTS_ONMAP_TOOLTIP_DESC2;Удерживая клавишу §GCtrl§!, кликните §GПравой Кнопкой Мыши§!, чтобы показать государственные системы, которые содержит в себе $REALM|Y$;x
SET_JOB_ACTION_EFFECT;Отправится в округ $LOCATION|Y$, чтобы $ACTION|Y$;x
#COALITION_SIZE;Infamy: $INFAMY|Y$/$LIMIT|Y$;Dйshonneur: $INFAMY|Y$/$LIMIT|Y$;Infamie: $INFAMY|Y$/$LIMIT|Y$;;Provincias del Reino: $NUM_PROVS|Y$/$LIMIT|Y$;;;;;;;;;x
SHATTERED;§YВойска разбиты§!;x #ПРОВЕРИТЬ
MOVING_TO;На пути к округу $PROV|Y$;x
TOGGLE_LOOTER_FAIL_RETREATING; НЕ отступает в данный момент;x
DISBAND_SHATTERED;§RНельзя распускать разбитое войско§!;x
REORG_RETREATING;§RНельзя реорганизовывать разбитое войско§!;x
SELECT_FLANKLEADER_RETREATING;§RНельзя назначать командующих флангами отступающих войск§!;x
DETACH_RETREATING;§RНельзя "отвязывать" от цели отступающие войска§!;x
ATTACH_RETREATING;§RНельзя "привязывать" к цели отсутпающие войска§!;x
SPLIT_RETREATING;§RНельзя разделять отступающие войска§!;x
SPLIT_SAME;§RНекого разделять§!;x
SPLIT_LOADED_NAVY;§RНельзя разделять флот, несущий армию§!;x
SPLIT_LOADED_ARMY;§RНельзя разделять войска, находящиеся на борту§!;x
#SPLIT_RETREATING;§RНельзя разделять отступающие войска§!;x
SPLIT_IN_COMBAT;§RНельзя разделять войска во время битвы§!;x
SPLIT_SEVERAL_SELECTED;§RДолжно быть выбрано только одно подразделение§!;x
SPLIT_SINGLE_SUBUNIT;§RНельзя разделять войска, содержащие только одно подразделение§!;x
ZeusDLC;Conclave (дополнение);x
CANNOT_GRANT_TITLE;Вы НЕ можете пожаловать титул $TITLE|Y$;x
CAN_GRANT_TITLE;Вы можете пожаловать титул $TITLE|Y$;x
NOT_HAS_NON_AGGRESSION_PACT_WITH; и $NAME|Y$ НЕ имеют пакт о ненападении;x #ПРОВЕРИТЬ
HAS_NON_AGGRESSION_PACT_WITH; и $NAME|Y$ имеют пакт о ненападении;x #ПРОВЕРИТЬ
ANY_ALLIED_CHARACTER_STARTS;Любой персонаж-союзник;x
INTERACTION_NOT_NON_AGGRESSION_PACT;Убедитесь, что §Y[Recipient.GetTitledFirstName]§! НЕ имеет пакта о ненападении с Вами;x #ПРОВЕРИТЬ
INTERACTION_ACTOR_NOT_NON_AGGRESSION_PACT;Убедитесь, что §Y[Actor.GetTitledFirstName]§! и §Y[ThirdPartyCharacter.GetTitledFirstName]§! НЕ имеют пакта о ненападении между собой;x
INTERACTION_RECIPIENT_NOT_NON_AGGRESSION_PACT;Убедитесь, что §Y[Recipient.GetTitledFirstName]§! и §Y[ThirdPartyCharacter.GetTitledFirstName]§! НЕ имеют пакта о ненападении между собой;x
NO_NON_AGGRESSION_PACT_FROM_MARRIAGE;Мы НЕ сможем заключить §Yпакт о ненападении§! от этого брака;x #ПРОВЕРИТЬ
GAINED_NON_AGGRESSION_PACTS;Может привести к заключению §Yпакта о ненападении§!;x
GAINED_NON_AGGRESSION_PACTS_WITH;§YМожет привести к заключению пакта о ненападении с§!;x
PACTS_TAB_IRO;§YПравители, состоящие в пакте с человеком, известным как $NAME$§W;x
#PACTS_TAB_DRO;Здесь показаны альянсы, пакты о ненападении и коалиции.;x
NON_AGG_BETROTHED;§Y(Помолвка)§!;x
NON_AGG_SPOUSE;§Y(Брак)§!;x
MARRIAGE_TIES_DESC;Пакт основан следующих связях:;x
MARRIAGE_TIE;$FIRST|Y$ и $SECOND|Y$ состоят в браке\n;x
BETROTHAL_TIE;$FIRST|Y$ и $SECOND|Y$ помолвлены\n;x
CANNOT_JOIN_FACTION_NON_AGG_PACT;§RВы не можете вступать во фракции, имея пакт о ненападении со своим сюзереном.§!;x
#REMOVE_ACTOR_FROM_COALITION;Это исключит меня из коалиции против правителя, известного как §Y[Recipient.GetTitledFirstName]§!.;x
#REMOVE_RECIPIENT_FROM_COALITION;Это исключит правителя, известного как §Y[Recipient.GetTitledFirstName]§!, из коалиции против меня.;x
LOST_NON_AGGRESSION_PACTS;Может привести к расторжению §Yпакта о ненападении§!;x
LOST_NON_AGGRESSION_PACTS_WITH;§YМожет привести к расторжению пакта о ненападении с§!;x
NON_AGG_PACT_DISSOLVED_SETUP;Пакт о ненападении расторгнут;x
NON_AGG_PACT_DISSOLVED_LOG;$FIRST|Y$ и $SECOND|Y$ больше не состоят в пакте о ненападении, поскольку не связаны династическими браками.;x
LOWER_RELATIVE_INCOME_LIEGE;Доходы составляют менее §Y$VAL$%§! от доходoв сюзерена.\n;x
HIGHER_RELATIVE_INCOME_LIEGE;Доходы составляют НЕ менее §Y$VAL$%§! от доходов сюзерена.\n;x
LOWER_RELATIVE_INCOME;Доходы составляют менее §Y$VAL$%§! от доходов человека, известного как $OTHER|Y$.;x
HIGHER_RELATIVE_INCOME;Доходы составляют НЕ менее §Y$VAL$%§! от доходов человека, известного как $OTHER|Y$.;x
AIREASON_WANTS_GOOD_NON_AGG_PACT;Хочет более выгодный пакт о ненападении;x
DISSOLVE_ALLIANCE_INTERACTION_TITLE;Покинуть альянс;x
DISSOLVE_ALLIANCE_INTERACTION_DESC;[Recipient.GetBestName] узнает, что Вы покидаете альянс.;x
DISSOLVE_ALLIANCE_INTERACTION_LONG_DESC;[Recipient.GetBestName] узнает, что Вы покидаете альянс.;x
DISSOLVE_ALLIANCE_INTERACTION_ACCEPT_SETUP;Альянс расторнут;x
DISSOLVE_ALLIANCE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! покинул[Actor.GetEndA] альянс, §Y[Recipient.GetBestName]§! - больше не [Actor.GetHersHis] союзник.;x
DISSOLVE_ALLIANCE_INTERACTION_DECLINE_SETUP;Отказано в расторжении альянса;x
DISSOLVE_ALLIANCE_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! отказа[Recipient.GetLasLsya] расторгнуть альянс, из которого выш[Actor.GetLaYol] §Y[Actor.GetBestName]§!.;x #ПРОВЕРИТЬ
DISSOLVE_ALLIANCE_INTERACTION_LETTER;\n[Actor.GetBestName] официально покидает альянс с нами.;;x
NOT_WAR_ALLIES; и §Y[Recipient.GetBestName]§! НЕ сражаются вместе в войне.;x
DISSOLVE_ALLIANCE_INTERACTION_01;Покинуть альянс, в котором состоите Вы и §Y[Recipient.GetBestName]§!.;x
dissolved_alliance;Покинул Альянс;x
IS_NOT_VALID_ROMANCE_TARGET_OF;НЕ может быть целью соблазнения для человека, известного как $WHO|Y$;x
IS_VALID_ROMANCE_TARGET_OF;НЕ может быть целью соблазнения для человека, известного как $WHO|Y$;x
ISNT_VOTER;НЕ может голосовать;x
IS_VOTER;Может голосовать;x
ALLIANCE_DISSOLVED_SETUP;Альянс расторгнут;x
ALLIANCE_DISSOLVED_LOG;$FIRST|Y$ и $SECOND|Y$ больше не состоят в альянсе и пакте о ненападении, поскольку не связаны династическими браками.;x
JOINED_WAR_ALLIED_SETUP;Призыв к оружию (альянс);x
JOINED_WAR_ALLIED_LOG;$ALLY|Y$ присоединяется к войне против правителя, известного как $TARGET|Y$, являясь участником альянса, как $CALLER|Y$, и исполняя союзные обязательства.;x
JOINED_WAR_BLOOD_BROTHER_SETUP;Призыв к оружию (кровная клятва);x
JOINED_WAR_BLOOD_BROTHER_LOG;$ALLY|Y$ присоединяется к войне против правителя, известного как $TARGET|Y$ - $CALLER|Y$ взывает к кровной клятве, которую нельзя игнорировать.;x
#JOINED_WAR_DEFENSIVE_COALITION_SETUP;Призыв к оружию (оборонительный союз);x
#JOINED_WAR_DEFENSIVE_COALITION_LOG;$ALLY|Y$ присоединяется к войне против правителя, известного как $TARGET|Y$, являясь участником коалиции, как и $CALLER|Y$, и исполняя союзные обязательства.;x
ANY_VOTER_STARTS;Любой голосующий;x
ALL_VOTERS;Все голосующие;x
AIREASON_HAS_CASUS_BELLI;Имеет Casus Belli против правителя, известного как §Y[GetTitledFirstName]§!;x
AIREASON_HAS_COMMON_ENEMIES;У нас общий враг;x
AIREASON_SHARE_SAME_INTERESTS;Общие интересы;x
SAME_REALM_CLANS;НЕ являются кочевыми кланами в пределах одной страны;x
INTERACTION_REQUIRES_VALID_MINOR_TITLE_TO_REVOKE;Убедитесь, что §Y[Recipient.GetTitledFirstName]§! обладает почётными титулами, которые мы можем у н[Recipient.GetHersHis] отозвать;x
VOTER_LOST_SETUP;Голосующий покинул пост;x
VOTER_LOST_LOG;$VOTER|Y$ больше не $TITLE|Y$ правителя, известного как $OLD_LIEGE|Y$.;x
VOTER_LOST_LETTER;$VOTER|Y$ больше не $TITLE|Y$; при моём дворе;x
NOT_LIEGE_OR_VASSAL_OF; и $NAME|Y$ НЕ связаны вассальной клятвой;x
#LOWER_RELATIVE_POWER_WITH_ALLIES;Army of allies is less than $VAL|Y%$ of allies of $OTHER|Y$.;La taille de l'armйe en comptant les alliйs est infйrieure а $VAL|Y%$ de la taille de l'armйe de $OTHER|Y$ avec ses alliйs.;ArmeegrцЯe einschl. Verbьndeter ist $VAL|Y%$ geringer als die ArmeegrцЯe von $OTHER|Y$ einschl. Verbьndeter.;;Ejйrcito de los aliados es menos de $VAL|Y%$ de los aliados de $OTHER|Y$.;;;;;;;;;x
#HIGHER_RELATIVE_POWER_WITH_ALLIES;Army of allies is at least $VAL|Y%$ of allies of $OTHER|Y$.;La taille de l'armйe en comptant les alliйs est supйrieure а $VAL|Y%$ de la taille de l'armйe de $OTHER|Y$ avec ses alliйs.;ArmeegrцЯe einschl. Verbьndeter betrдgt mindestens $VAL|Y%$ der ArmeegrцЯe von $OTHER|Y$ einschl. Verbьndeter.;;Ejйrcito de los aliados es menos de $VAL|Y%$ de los aliados de $OTHER|Y$.;;;;;;;;;x
NOT_HAS_CB;$CHAR|Y$ НЕ имеет Casus Belli против правителя, известного как $OTHER|Y$;x
HAS_CB;$CHAR|Y$ имеет Casus Belli против правителя, известного как $OTHER|Y$;x
ADD_ALLIANCE_EFFECT_DAYS;Альянс с правителем, известным как $TARGET|Y$ на $DURATION|Y$ дней.\n;x
ADD_ALLIANCE_EFFECT_MONTHS;Альянс с правителем, известным как $TARGET|Y$ на $DURATION|Y$ месяцев.\n;x
ADD_ALLIANCE_EFFECT_YEARS;Альянс с правителем, известным как $TARGET|Y$ на $DURATION|Y$ лет.\n;x
NOT_TEMP_ALLIES; и §Y[Recipient.GetBestName]§! НЕ являются временными союзниками.;x
EVTDESC_ZE_3000;[target_treasurer.GetTitledFirstName] улыбну[target_treasurer.GetLasLsya] мне, показывая увесистый мешок золота. [target_treasurer.GetSheHeCap] сказал[target_treasurer.GetEndA], что это результат тяжёлой работы и пожертвований от богатых семей нашего государства.;x
EVTOPTA_ZE_3000;Это хорошие новости!;x
#EVTDESC_ZE_3001;A merchant approaches the court and carefully pleads to make a payment plan for the recent loan taken by [target_treasurer.GetTitledFirstName]. It seems [target_treasurer.GetHerHis] fruits of labour may have been exaggerated, and since the loan was made in your name, you now have to repay the debt with intrest. What will the consequence be for [target_treasurer.GetTitledFirstName]?;Un marchand s'avance devant la cour et, avec prudence, plaide pour le remboursement de sa crйance envers [target_treasurer.GetTitledFirstName]. Il semble que les revenus avaient йtй quelque peu exagйrйs et comme le prкt a йtй fait en votre nom, c'est donc а vous de rembourser cette dette en plus des intйrкts dus. Quelles seront les consйquences pour [target_treasurer.GetTitledFirstName] ?;Ein Kaufmann spricht bei Hof vor und schlдgt umsichtig eine Rьckzahlung des Darlehens, das [target_treasurer.GetTitledFirstName] vor kurzem aufgenommen hat, in Raten vor. Es scheint, dass [target_treasurer.GetHerHis] Bemьhungen nicht ganz so erfolgreich waren wie gedacht. Da das Darlehen in Eurem Namen aufgenommen wurde, mьsst Ihr nun die Schuld plus Zinsen zurьckzahlen. Welche Konsequenzen hat dies fьr [target_treasurer.GetTitledFirstName]?;;Un comerciante se acerca a la corte y cuidadosamente suplica hacer un plan del pago para el prйstamo reciente tomado por [target_treasurer.GetTitledFirstName]. Parece que los frutos de [target_treasurer.GetHerHis] trabajo han sido exagerados, y puesto que el prйstamo se hizo en tu nombre, ahora tienes que pagar la deuda con intereses. їCuбl serб la consecuencia para [target_treasurer.GetTitledFirstName]?;;;;;;;;;x
EVTOPTA_ZE_3001;Я не потерплю подобную некомпетентность!;x
EVTOPTB_ZE_3001;Мы должны преподать [target_treasurer.GetHerHim] урок.;x
EVTOPTC_ZE_3001;Понимаю, сбор налогов - непростое занятие.;x
EVTDESC_ZE_3003;[target_treasurer.GetTitledFirstName] напоминает Вам, что в последнее время доби[target_treasurer.GetLasLsya] больших успехов на своём посту. [target_treasurer.GetSheHeCap] считает, что было бы правильным получить от Вас в награду земли, в обмен на щедрую компенсацию с [target_treasurer.GetHersHis] стороны, [requested_province.County.GetAdjective]ские земли, точнее говоря.;x
