#CODE;RUSSIAN;x
END_YTSEM;йцем;x
END_CHKA;чка;x
END_CHKOY;чкой;x
END_OGO;ого;x
END_UYU;ую;x
END_Y;й;x
END_MU;му;x
END_GO;го;x
END_N;н;x
END_YAYA;яя;x
WOMAN_ACC;женщину;x
HUMAN_ACC;человека;x
HUMAN_FB;человек;x
GIRL_ACC;девушку;x
BOY_ACC;юношу;x
LGIRL_ACC;девочку;x
LBOY_ACC;мальчика;x
WOMAN_INS;женщиной;x
HUMAN_INS;человеком;x
GIRL_INS;девушкой;x
BOY_INS;юношей;x
LGIRL_INS;девочкой;x
LBOY_INS;мальчиком;x
WOMAN_DAT;женщине;x
HUMAN_DAT;человеку;x
GIRL_DAT;девушке;x
BOY_DAT;юноше;x
LGIRL_DAT;девочке;x
LBOY_DAT;мальчику;x
WOMAN_GEN;женщины;x
GIRL_GEN;девушки;x
BOY_GEN;юноши;x
LGIRL_GEN;девочки;x
LADY_GEN;госпожи;x
LORD_GEN;господина;x
WIFE_ACC;жену;x
HUSBAND_INS;мужем;x
WIFE_INS;женой;x
HUSBAND_DAT;мужу;x
WIFE_DAT;жене;x
HUSBAND_GEN;мужа;x
WIFE_GEN;жены;x
HUSBAND_PREP;муже;x
WIFE_PREP;жене;x
MAL_OVERLORD;повелитель;x
MAL_OVERLORD_CAP;Повелитель;x
FEM_OVERLORD;владычица;x
FEM_OVERLORD_CAP;Владычица;x
ZA_MUZH;выйти за муж;x
ZHENITSA;жениться;x
ZA_NEGO;за него;x
NA_NEY;на ней;x
O_MNOY;о мной;x
_NEYNIM; н[From.GetEyIm];x
ADULTERER_L;похотливый мерзавец;x
ADULTERESS_L;грязная потаскушка;x
MOM_;мама;x
DAD_;папа;x
MOM_CAP;Мама;x
DAD_CAP;Папа;x
BRAT_FEM;аленькая дрянь;x
BRAT_MAL;елкий засранец;x
N_DEATH;Смерть;x
N_REAPER;Мрачный Жнец;x
OLDMAN_FEM;старушка;x
OLDMAN_MAL;старик;x
HORSE_MARE;лошадь;x
HORSE_STEED;конь;x
HORSE_MARE_CAP;Лошадь;x
HORSE_STEED_CAP;Конь;x
HORSE_WRONG_SEX_WITH_MALE;объездили тех, кого
HORSE_WRONG_SEX_WITH_FEMALE;дали себя объездить тем, кому
CATHOLIC_ADJ;католиче;x
CATHAR_ADJ;катар;x
FRATICELLI_ADJ;фратичеллиан;x
WALDENSIAN_ADJ;вальденсиан;x
LOLLARD_ADJ;лоллард;x
ORTHODOX_ADJ;восточнохристиан;x
MIAPHYSITE_ADJ;миафизит;x
MONOPHYSITE_ADJ;монофизит;x
BOGOMILIST_ADJ;богомил;x
MONOTHELITE_ADJ;монофелит;x
ICONOCLAST_ADJ;иконоборче;x
PAULICIAN_ADJ;павликиан;x
NESTORIAN_ADJ;несториан;x
MESSALIAN_ADJ;мессалиан;x
SUNNI_ADJ;суннит;x
ZIKRI_ADJ;зикрий;x
YAZIDI_ADJ;езид;x
IBADI_ADJ;ибадит;x
KHARIJITE_ADJ;хариджит;x
SHIITE_ADJ;шиит;x
DRUZE_ADJ;друз;x
HURUFI_ADJ;хуруфий;x
PAGAN_ADJ;языче;x
NORSE_PAGAN_ADJ;асарт;x
TENGRI_PAGAN_ADJ;тенгриан;x
BALTIC_PAGAN_ADJ;ромуван;x
FINNISH_PAGAN_ADJ;суом;x
AZTEC_ADJ;ацтек;x
SLAVIC_PAGAN_ADJ;родовер;x
WEST_AFRICAN_PAGAN_ADJ;африкан;x
ZUN_PAGAN_ADJ;зун;x
HELLENIC_PAGAN_ADJ;эллин;x
ZOROASTRIAN_ADJ;зороастрий;x
MAZDAKI_ADJ;маздакий;x
MANICHEAN_ADJ;манихей;x
JEWISH_ADJ;иудей;x
SAMARITAN_ADJ;самаритян;x
KARAITE_ADJ;караит;x
HINDU_ADJ;индуист;x
BUDDHIST_ADJ;буддист;x
JAIN_ADJ;джайн;x
CATHOLIC_ADJ_CAP;Католиче;x
CATHAR_ADJ_CAP;Катар;x
FRATICELLI_ADJ_CAP;Фратичеллиан;x
WALDENSIAN_ADJ_CAP;Вальденсиан;x
LOLLARD_ADJ_CAP;Лоллард;x
ORTHODOX_ADJ_CAP;Восточнохристиан;x
MIAPHYSITE_ADJ_CAP;Миафизит;x
MONOPHYSITE_ADJ_CAP;Монофизит;x
BOGOMILIST_ADJ_CAP;Богомил;x
MONOTHELITE_ADJ_CAP;Монофелит;x
ICONOCLAST_ADJ_CAP;Иконоборче;x
PAULICIAN_ADJ_CAP;Павликиан;x
NESTORIAN_ADJ_CAP;Несториан;x
MESSALIAN_ADJ_CAP;Мессалиан;x
SUNNI_ADJ_CAP;Суннит;x
ZIKRI_ADJ_CAP;Зикрий;x
YAZIDI_ADJ_CAP;Езид;x
IBADI_ADJ_CAP;Ибадит;x
KHARIJITE_ADJ_CAP;Хариджит;x
SHIITE_ADJ_CAP;Шиит;x
DRUZE_ADJ_CAP;Друз;x
HURUFI_ADJ_CAP;Хуруфий;x
PAGAN_ADJ_CAP;Язычес;x
NORSE_PAGAN_ADJ_CAP;Асарт;x
TENGRI_PAGAN_ADJ_CAP;Тенгриан;x
BALTIC_PAGAN_ADJ_CAP;Ромуван;x
FINNISH_PAGAN_ADJ_CAP;Суом;x
AZTEC_ADJ_CAP;Ацтек;x
SLAVIC_PAGAN_ADJ_CAP;Родовер;x
WEST_AFRICAN_PAGAN_ADJ_CAP;Африкан;x
ZUN_PAGAN_ADJ_CAP;Зун;x
HELLENIC_PAGAN_ADJ_CAP;Эллин;x
ZOROASTRIAN_ADJ_CAP;Зороастрий;x
MAZDAKI_ADJ_CAP;Маздакий;x
MANICHEAN_ADJ_CAP;Манихей;x
JEWISH_ADJ_CAP;Иудей;x
SAMARITAN_ADJ_CAP;Самаритян;x
KARAITE_ADJ_CAP;Караит;x
HINDU_ADJ_CAP;Индуист;x
BUDDHIST_ADJ_CAP;Буддист;x
JAIN_ADJ_CAP;Джайн;x
CHRISTIAN_F;христианка;x
CHRISTIAN_M;христианин;x
CHRISTIAN_F_CAP;Христианка;x
CHRISTIAN_M_CAP;Христианин;x
MUSLIM_F;мусульманка;x
MUSLIM_M;мусульманин;x
MUSLIM_F_CAP;Мусульманка;x
MUSLIM_M_CAP;Мусульманин;x
PAGAN_F;язычница;x
PAGAN_M;язычник;x
PAGAN_F_CAP;Язычница;x
PAGAN_M_CAP;Язычник;x
ZOROASTRIAN_F;огнепоклонница;x
ZOROASTRIAN_M;огнепоклонник;x
ZOROASTRIAN_F_CAP;Огнепоклонница;x
ZOROASTRIAN_M_CAP;Огнепоклонник;x
JEWISH_F;иудейка;x
JEWISH_M;иудей;x
JEWISH_F_CAP;Иудейка;x
JEWISH_M_CAP;Иудей;x
HINDU_F;индуска;x
HINDU_M;индус;x
HINDU_F_CAP;Индуска;x
HINDU_M_CAP;Индус;x
BUDDHIST_F;буддистка;x
BUDDHIST_M;буддист;x
BUDDHIST_F_CAP;Буддистка;x
BUDDHIST_M_CAP;Буддист;x
BOZHE_FOA;Боже;x
GOSPODI_FOA;Господи;x
SOLNTSE_FOA;Солнце;x
ALLAH_FOA;Аллах;x
BOGI_FOA;[Religion.GetHighGodName];x #боги
DUHI_FOA;Дух предков;x #духи
NEBO_FOA;Небо;x
BUDDHA_FOA;Будда;x
MALAK_FOA;Малак Тавус;x
MALAK_GEN;Малак Тавуса;x
MALAK_DAT;Малак Тавусу;x
MALAK_INS;Малак Тавусом;x
VOHUMANA_FOA;Воху-Мана;x
the_assassinsGEN;ассасинов;x
the_satanistsGEN;Слуг Дьявола;x
the_cold_onesGEN;хладников;x
the_trollcraftersGEN;Соратников Хель;x
the_cult_of_kaliGEN;последователей Кали;x
the_plaguebringersGEN;Приносящих чуму;x
monastic_order_benedictineGEN;бенедиктинцев;x
monastic_order_dominicanGEN;доминиканцев;x
monastic_order_orthodoxGEN;базилиан;x
monastic_order_nestorianGEN;авраамитов;x
monastic_order_monophysiteGEN;антонитов;x
#monastic_order_jainGEN;Сравака-Самгха;x
#monastic_order_hinduGEN;Адвайта Матха;x
#monastic_order_buddhistGEN;Савака-Сангха;x
hermeticsGEN;герметистов;x
secret_religious_society_catholicGEN;последователей Иисуса;x
secret_religious_society_catharGEN;Добрых христиан;x
secret_religious_society_fraticelliGEN;Духовных францисканцев;x
secret_religious_society_waldensianGEN;Верных вальденсов;x
secret_religious_society_lollardGEN;Бедных священников;x
secret_religious_society_orthodoxGEN;Старых христиан;x
secret_religious_society_miaphysiteGEN;Верных миафизитов;x
secret_religious_society_monophysiteGEN;Верных монофизитов;x
secret_religious_society_bogomilistGEN;Верных богомилов;x
secret_religious_society_monotheliteGEN;Верных монофелитов;x
secret_religious_society_iconoclastGEN;иконоборцев;x
secret_religious_society_paulicianGEN;Верных павликиан;x
secret_religious_society_nestorianGEN;Верных несториан;x
secret_religious_society_messalianGEN;Верных мессалиан;x
secret_religious_society_sunniGEN;исламских братьев;x
secret_religious_society_zikriGEN;Верных зикру;x
secret_religious_society_yazidiGEN;Детей ангелов;x
secret_religious_society_ibadiGEN;Верных ибадитов;x
secret_religious_society_kharijiteGEN;Обменников;x
secret_religious_society_shiiteGEN;приверженцев Али;x
secret_religious_society_druzeGEN;Мудрых;x
secret_religious_society_hurufiGEN;Верных хуруфитов;x
secret_religious_society_jewishGEN;Верных Богу;x
secret_religious_society_karaiteGEN;Чтецов;x
secret_religious_society_samaritanGEN;Детей Израиля;x
secret_religious_society_zoroastrianGEN;Верных магов;x
secret_religious_society_mazdakiGEN;Верных маздакийцев;x
secret_religious_society_manicheanGEN;Верных манихеев;x
#secret_religious_society_hinduGEN;Санатана Дхарма;x
secret_religious_society_buddhistGEN;Верных Восьмеричному пути;x
secret_religious_society_jainGEN;Безвредных;x
secret_religious_society_norse_pagan_reformedGEN;Верных клятвам;x
secret_religious_society_slavic_pagan_reformedGEN;Верных Перуну;x
secret_religious_society_tengri_pagan_reformedGEN;Всадников синего неба;x
secret_religious_society_baltic_pagan_reformedGEN;Детей Диеваса;x
secret_religious_society_finnish_pagan_reformedGEN;Вестников Укко;x
secret_religious_society_west_african_pagan_reformedGEN;Духовных хранителей;x
secret_religious_society_zun_pagan_reformedGEN;Хранителей живого огня;x
secret_religious_society_norse_paganGEN;Верных старым клятвам;x
secret_religious_society_slavic_paganGEN;Воинов Перуна;x
secret_religious_society_tengri_paganGEN;Стрел Тенгри;x
secret_religious_society_baltic_paganGEN;Избранников Диеваса;x
secret_religious_society_finnish_paganGEN;Топоров Укко;x
secret_religious_society_west_african_paganGEN;Воинов Духа;x
secret_religious_society_zun_paganGEN;Несущих свет Зуна;x
secret_religious_society_aztecGEN;Хранителей тайного огня;x
secret_religious_society_aztec_reformedGEN;Детей Солнца;x
d_yaroslavl_adj_finnish;Мерь;x
d_yaroslavl_adj_komi;Мерь;x
d_yaroslavl_adj_mordvin;Мерь;x
d_yaroslavl_adj_samoyed;Мерь;x
d_yaroslavl_adj_finnish;Мерь;x
d_yaroslavl_adj_lappish;Мерь;x
d_ryazan_adj_mordvin;Мещер;x
c_rostov_adj_komi;Мерь;x
c_rostov_adj_mordvin;Мерь;x
c_rostov_adj_samoyed;Мерь;x
c_rostov_adj_finnish;Мерь;x
c_rostov_adj_lappish;Мерь;x
d_vladimir_adj_mordvin;Муром;x
d_vladimir_adj_samoyed;Муром;x
d_beloozero_adj_finnish;Чуд;x
d_beloozero_adj_samoyed;Чуд;x
d_beloozero_adj_mordvin;Чуд;x
d_beloozero_adj_lappish;Чуд;x
d_beloozero_adj_komi;Чуд;x
d_novgorod_adj_ilmenian;Ильмер;x
d_novgorod_adj_severian;Ильмер;x
d_novgorod_adj_volhynian;Ильмер;x
d_novgorod_adj_finno_ugric;Ильмен;x
d_tver_adj_ilmenian;Вят;x
d_tver_adj_severian;Вят;x
d_tver_adj_volhynian;Вят;x
d_vladimir_adj_mordvin;Муром;x
d_vladimir_adj_samoyed;Муром;x
d_turov_adj_ilmenian;Дрегов;x
d_vitebsk_adj_ilmenian;Крив;x
d_smolensk_adj_severian;Радим;x
d_smolensk_adj_ilmenian;Радим;x
d_chernigov_adj_severian;Север;x
d_chernigov_adj_ilmenian;Север;x
d_chernigov_adj_mordvin;Север;x
d_chernigov_adj_volhynian;Север;x
d_kipchak_adj_pecheneg;Печенеж;x
d_moldau_adj_pecheneg;Печенеж;x
c_dorpat_adj_russian;Юрьев;x
c_dorpat_adj_swedish;Дерпт;x
c_dorpat_adj_danish;Дерпт;x
c_dorpat_adj_norwegian;Дерпт;x
c_dorpat_adj_german;Дерпт;x
c_aoudaghost_adj;Аудагост;x
c_araouane_adj;Арауан;x
c_artois_adj;Артуас;x
c_baluchistan_adj;Белуджистан;x
c_bambuk_adj;Бамбук;x
c_bourbon_adj;Бурбон;x
c_brandenburg_adj;Бранденбург;x
c_chios_adj;Хиос;x
c_chur_adj;Кур;x
c_constantine_adj;Константин;x
c_dauphine_viennois_adj;Дофин;x
c_djenne_adj;Дженней;x
c_gao_adj;Гаос;x
c_ghana_adj;Ган;x
c_idjil_adj;Иджиль;x
c_jask_adj;Яск;x
c_karelen_adj;Карель;x
c_mali_adj;Малий;x
c_moray_adj;Морей;x
c_ouadane_adj;Уадан;x
c_oualata_adj;Уалатай;x
c_sijilmasa_adj;Сиджильмас;x
c_sistan_adj;Систан;x
c_tadmekka_adj;Тадмеккий;x
c_taghaza_adj;Тегазий;x
c_timbuktu_adj;Тимбуктий;x
c_tyumen_adj;Тюмен;x
c_wurzburg_adj;Вюрцбург;x
d_assassin_adj;Ассасин;x
d_bourbon_adj;Бурбон;x
d_ghana_adj;Ган;x
d_mali_adj;Малий;x
d_poitou_adj;Пуатий;x
d_songhay_adj;Сонгай;x
d_timbuktu_adj;Тимбуктий;x
d_tripolitania_adj;Триполитан;x
d_tyrol_adj;Тироль;x
e_pirates_adj;Пират;x
k_aydin_adj;Айдын;x
k_eretnid_adj;Эретний;x
k_germiyan_adj;Гермиян;x
k_hammadid_adj;Хаммадид;x
k_kafsid_adj;Хафсид;x
k_mali_adj;Малий;x
k_marinid_adj;Маринид;x
k_mentese_adj;Ментеший;x
k_tekke_adj;Теккий;x
k_zirid_adj;Зирид;x
Emperor;Император;x
Empress;Императрица;x
nick_the_lawgiver_female;Законодательница;x
nick_the_usurper_female;Узурпаторша;x
nick_the_hammer_female;Стальная;x
nick_the_conqueror_female;Завоевательница;x
nick_the_victorious_female;Победоносная;x
nick_the_crusader_female;Крестоносец;x
nick_the_holy_female;Праведница;x
nick_the_avenger_female;Мстительница;x
nick_the_brave_female;Храбрая;x
nick_the_fearless_female;Бесстрашная;x
nick_the_martyr_female;Мученица;x
nick_the_unlucky_female;Невезучая;x
nick_the_lucky_female;Удатная;x
nick_the_restorer_female;Воскресительница;x
nick_the_clueless_female;Бестолковая;x
nick_the_ill_tempered_female;Брюзгливая;x
nick_the_affable_female;Любезная;x
nick_the_heathen_female;Язычница;x
nick_the_liberator_female;Освободительница;x
nick_haardraade2_female;Суровая;x
nick_the_jackal_female;Лисица;x
nick_the_glorious_female;Славная;x
nick_the_saint_female;Святая;x
nick_the_young_female;Молодая;x
nick_the_old_female;Старая;x
nick_the_accursed_female;Проклятая;x
nick_the_wicked_female;Порочная;x
nick_the_bewitched_female;Заколдованная;x
nick_priest_hater_female;Безбожница;x
nick_the_pious_female;Благочестивая;x
nick_the_apostle_female;Апостол;x
nick_the_blessed_female;Блаженная;x
nick_the_confessor_female;Исповедница;x
nick_the_nun;Монахиня;x
nick_the_chaste_female;Целомудренная;x
nick_the_hunter_female;Охотница;x
nick_the_fowler_female;Птицеловка;x
nick_the_just_female;Справедливая;x
nick_the_lame_female;Хромая;x
nick_the_mad_female;Безумная;x
nick_the_fat_female;Толстая;x
nick_the_drunkard_female;Пьяница;x
nick_the_cruel_female;Жестокая;x
nick_the_wise_female;Премудрая;x
nick_the_bastard_female;Бастард;x
nick_the_blind_female;Слепая;x
nick_half_hand_female;Безрукая;x
nick_the_ironside_female;Железнобокая;x
nick_the_lion_female;Львица;x
nick_the_lionheart_female;Львиное Сердце;x
nick_the_bold_female;Отважная;x
nick_the_unready_female;Неразумная;x
nick_the_ill_ruler_female;Коварная;x
nick_the_terrible_female;Ужасная;x
nick_the_magnificent_female;Великолепная;x
nick_the_quarreller_female;Сварливая;x
nick_the_builder_female;Строительница;x
nick_the_devil_female;Дьяволица;x
nick_the_dragon_female;Дракон;x
nick_the_careless_female;Беспечная;x
nick_the_peaceable_female;Миролюбивая;x
nick_the_prudent_female;Благоразумная;x
nick_the_unwilling_female;Несклонная;x
nick_the_lackland_female;Безземельная;x
nick_the_able_female;Талантливая;x
nick_the_kind_female;Любезная;x
nick_the_good_female;Добрая;x
nick_the_troubadour_female;Трубадур;x
nick_the_strong_female;Сильная;x
nick_the_magnanimous_female;Великодушная;x
nick_the_simple_female;Простоватая;x
nick_the_merry_female;Весёлая;x
nick_the_noble_female;Благородная;x
nick_the_gentle_female;Кроткая;x
nick_the_proud_female;Гордая;x
nick_the_silent_female;Молчаливая;x
nick_the_warlike_female;Воительница;x
nick_the_great_female;Великая;x
nick_the_lisp_and_lame_female;Шепелявая и Хромая;x
nick_the_gouty_female;Подагрик;x
nick_the_hunchback_female;Горбатая;x
nick_the_scholar_female;Учёная;x
nick_the_black_female;Чёрная;x
nick_the_strange_female;Чудная;x
nick_the_pilgrim_female;Паломница;x
nick_the_sword_of_god_female;Клинок Всевышнего;x
nick_the_decadent_female;Декадент;x
nick_bloodaxe_female;Кровавый топор;x
nick_the_viking_female;Викинг;x
nick_the_unchaste_female;Непристойная;x
nick_the_unfaithful_female;Неверная;x
nick_the_jovial_female;Жизнерадостная;x
nick_the_jolly_female;Игривая;x
nick_the_gracious_female;Изящная;x
nick_the_shrewd_female;Прозорливая;x
nick_the_wily_female;Лукавая;x
nick_the_fox_female;Лиса;x
nick_the_whisperer_female;Сплетница;x
nick_the_impaler_female;Колосажательница;x
nick_the_rash_female;Безрассудная;x
nick_the_temptress_female;Искусительница;x
nick_the_beguiling_female;Обольстительница;x
nick_the_seducer_female;Соблазнительница;x
nick_the_lewd_female;Похотливая;x
nick_the_lecher_female;Развратница;x
nick_the_ruthless_female;Беспощадная;x
nick_the_headless_female;Обезглавленная;x
nick_the_beheader_female;Головорез;x
nick_haardraade2;Суровый;x
nick_the_wolf_female;Волчица;x
nick_the_youthful_female;Вечномолодая;x
nick_the_survivor_female;Выжившая;x
nick_the_clumsy_female;Неуклюжая;x
nick_the_legendary_female;Легендарная;x
nick_the_resilient_female;Живучая;x
nick_one_eye_female;Одноглазая;x
nick_one_hand_female;Однорукая;x
nick_one_leg_female;Одноногая;x
nick_of_a_thousand_faces_female;Двуличная;x
nick_the_cannibal_female;Людоедка;x
nick_the_frail_female;Утлая;x
nick_the_weak_female;Слабая;x
nick_the_plaguebearer_female;Чумная;x
nick_the_persevering_female;Неугомонная;x
nick_the_repulsive_female;Мерзкая;x
nick_the_mule_female;Твердолобая;x
nick_the_wealthy_female;Богатая;x
nick_the_lord_of_realm_female;Хозяйка [Root.PrimaryTitle.GetAdjective]ской земли;x
nick_the_faceless_female;Безликая;x
nick_the_destroyer_female;Разрушительница;x
nick_the_slayer_of_culture_female;Убийца [nickname_target.Culture.GetName]ого народа;x
nick_the_butcher_female;Кровожадная;x
nick_son_of_evilgod_female;Дочь Дьявола;x #[This.GetSonDaughterCap] of [This.Religion.GetRandomEvilGodName]
nick_the_witch_hunter_female;Охотница на ведьм;x
nick_the_vengeful_female;Мстительная;x
nick_the_betrayer_female;Изменница;x
nick_the_flayer_female;Живодерка;x
nick_the_tyrant_female;Тиранка;x
nick_the_oppressor_female;Угнетательница;x
nick_the_evil_female;Злая;x
nick_the_tormentor_female;Мучительница;x
nick_the_mutilator_female;Расчленительница;x
nick_the_undying_female;Бессмертная;x
nick_the_boar_female;Буйволица;x
nick_the_despoiler_female;Расхитительница;x
nick_the_depraved_female;Нечестивая;x
nick_the_culture_marauder_female;[nickname_receiver.Culture.GetName]ая разбойница;x
#nick_seaking_female;Владычица морей;x
nick_the_loyal_female;Преданная;x
nick_the_weaponsmith_female;Оружейница;x
nick_the_purifier_female;Очистительница;x
INSULT_BLIND_FEMALE;Слепая;x #adj
INSULT_LOWBORN_FEMALE;Безродная;x #adj
INSULT_HERESIARCH;еретичка;x
INSULT_SYBARITE_FEMALE;сибаритка;x
INSULT_DECADENT_FEMALE;Изнеженная;x #adj
INSULT_LUGUBRIOUS_FEMALE;Унылая;x #adj
INSULT_DEMONIC_FEMALE;Бесноватая;x #adj
INSULT_LEPER_FEMALE;Прокажённая;x
INSULT_UNCLEAN_FEMALE;Нечистая;x #adj
INSULT_SENILE_FEMALE;Дряхлая;x #adj
INSULT_VEGETABLE_FEMALE;кашолка;x
INSULT_DRUNKARD_FEMALE;пьянь;x
INSULT_BESOTTED_FEMALE;Бухая;x #adj
INSULT_BASEBORN_FEMALE;Безродная;x #adj
INSULT_KINSLAYER_FEMALE;родоубийца;x
INSULT_CLUBFOOT_FEMALE;хромоножка;x
INSULT_LIMPING_FEMALE;Хромоногая;x #adj
INSULT_HARELIP_FEMALE;морда;x
INSULT_CLEFT_LIPPED_FEMALE;Двуротая;x #adj
INSULT_HUNCHBACK_FEMALE;горбунья;x
INSULT_CROOKED_FEMALE;Кривая;x #adj
INSULT_FALTERING_FEMALE;Шепелявая;x #adj
INSULT_STUTTERING_FEMALE;заика;x
INSULT_HIDEOUS_FEMALE;Отвратительная;x #adj
INSULT_DWARF_FEMALE;карлица;x
INSULT_LITTLE_FEMALE;Мелкая;x #adj
INSULT_IMBECILE_FEMALE;идиотка;x
INSULT_IDIOT_FEMALE;Дебильная;x #adj
INSULT_TORTURER_FEMALE;Мучительница;x
INSULT_EVIL_FEMALE;Злобная;x #adj
INSULT_GLUTTON_FEMALE;обжора;x
INSULT_GORGING_FEMALE;Прожорливая;x #adj
INSULT_BORE_FEMALE;Скучная;x #adj
INSULT_IDLER_FEMALE;бездельница;x
INSULT_INDOLENT_FEMALE;Ленивая;x #adj
INSULT_ENVIOUS_FEMALE;Завистливая;x #adj
INSULT_DECEITFUL_FEMALE;Лживая;x #adj
INSULT_SCATTERBRAIN_FEMALE;бестолочь;x
INSULT_ERRATIC_FEMALE;Взбалмошная;x #adj
INSULT_UNBELIEVER_FEMALE;бесстыдница;x
INSULT_BIGOT_FEMALE;изуверка;x
INSULT_NARROWMINDED_FEMALE;Узколобая;x #adj
INSULT_PARANOID_FEMALE;Параноидальная;x #adj
INSULT_FOOL_FEMALE;простушка;x
INSULT_GULLIBLE_FEMALE;Легковерная;x #adj
INSULT_USELESS_FEMALE;Бесполезная;x #adj
INSULT_BLATHERING_FEMALE;Вздорная;x #adj
INSULT_WINDBAG_FEMALE;балаболка;x
INSULT_MULE_FEMALE;ослица;x
INSULT_PIGHEADED_FEMALE;Твердолобая;x #adj
INSULT_SCARECROW_FEMALE;развратница;x
INSULT_LOVER_OF_HEATHENS_FEMALE;подстилка нечестивцев;x
INSULT_UNPRINCIPLED_FEMALE;Беспринципная;x #adj
INSULT_SNEAK_FEMALE;приставала;x
INSULT_LUNATIC_FEMALE;маньячка;x
INSULT_CRAZED_FEMALE;Чокнутая;x #adj
INSULT_COWARD_FEMALE;сикуха;x
INSULT_JUNGLE_SNAKE_FEMALE;маугли;x
INSULT_DESERT_RAT_FEMALE;пескоструйка;x
INSULT_CREEPY_FEMALE;Жуткая;x #adj
INSULT_SNEAKING;Трусливая;x #adj
INSULT_SCHEMING_FEMALE;Подлая;x
INSULT_BLABBERER_FEMALE;сплетница;x
INSULT_INSTIGATOR_FEMALE;подстрекательница;x
INSULT_BOOKWORM_FEMALE;книжная моль;x
INSULT_SQUINTEYED_FEMALE;Близорукая;x #adj
INSULT_UPSTART_FEMALE;выскочка;x
INSULT_GRABBING_FEMALE;Разбойная;x #adj
INSULT_BRAT_FEMALE;дрянь;x
INSULT_ARROGANT_FEMALE;Напыщенная;x #adj
INSULT_CLINGY_FEMALE;Слащавая;x #adj
INSULT_TICK_FEMALE;прилипала;x
INSULT_RUFFIAN_FEMALE;задира;x
INSULT_WILD_FEMALE;Неугомонная;x #adj
INSULT_WORM_FEMALE;козявка;x
INSULT_FANATIC_FEMALE;фанатичка;x
INSULT_TWOFACED_FEMALE;Двуличная;x #adj
INSULT_MISERLY_FEMALE;Жадная;x #adj
INSULT_GROVELING_FEMALE;Подхалимистая;x #adj
INSULT_GRUMBLER_FEMALE;плакса;x #adj
INSULT_SYPHILITIC_FEMALE;Заразная;x #adj
INSULT_DECAYING_FEMALE;Гниющая;x #adj
INSULT_RENEGADE_FEMALE;изменница;x
INSULT_GODLESS_FEMALE;Безбожная;x #adj
INSULT_TREEHUGGER;землеройка;x
INSULT_DRIVELING_FEMALE;мракобесная;x #adj
INSULT_SPINELESS_FEMALE;Бесхребетная;x #adj
INSULT_SNEAK_CHILD;подлюга;x
INSULT_EVIL_CHILD;злыдня;x
INSULT_TROLL_CHILD;тварюга;x
INSULT_CREEPY_CHILD;дрочила;x
INSULT_WUSSY_CHILD;ссыкунишка;x
INSULT_IDIOT_CHILD;ослина;x
INSULT_BORE_CHILD;зануда;x
INSULT_SICKLY_FEMALE;Тщедушная;x #adj
INSULT_POX_RIDDEN_FEMALE;Струпная;x #adj
INSULT_POX_RIDDEN_CHILD;чучело;x
INSULT_SMELLY_FEMALE;Вонючая;x #adj
INSULT_SMELLY_CHILD;вонючка;x
#INSULT_SICKLY_CHILD;;x
INSULT_INVALID_FEMALE;Немощная;x #adj
#INSULT_INVALID_CHILD;;x
INSULT_BLIND_CHILD;слепошара;x
INSULT_MAIMED_FEMALE;Изувеченная;x #adj
#INSULT_MAIMED_CHILD;;x
INSULT_LIMPING_CHILD;хромоножка;x
INSULT_FREAK_FEMALE;мерзость;x
INSULT_FREAK_CHILD;образина;x
INSULT_HEINOUS_FEMALE;Гнусная;x #adj
#INSULT_HEINOUS_CHILD;;x
INSULT_PUTRID_FEMALE;Подгнившая;x #adj
INSULT_MANIAC_FEMALE;маньячка;x
#INSULT_MANIAC_CHILD;;x
INSULT_RABID_FEMALE;Взбесившаяся;x #adj
INSULT_RABID_CHILD;бесюга;x
INSULT_WITHERING_FEMALE;Трухлявая;x #adj
#INSULT_WITHERING_CHILD;;x
#INSULT_SCARECROW_CHILD;;x
INSULT_OCCULTIST_FEMALE;чернокнижница;x
INSULT_CANNIBAL_FEMALE;дюдоедка;x
INSULT_CANNIBALISTIC_FEMALE;Людоедская;x #adj
INSULT_DEMENTED_FEMALE;Умалишённая;x #adj
COMPL_PURPLE_BORN_FEMALE;Багрянородная;x #adj
COMPL_AUGUSTUS_FEMALE;августа;x
COMPL_HOLY_WARRIOR_FEMALE;Святая воительница;x
COMPL_BERSERKER_FEMALE;сорвиголова;x
COMPL_SAOSHYANT_FEMALE;саошиант;x
COMPL_PIRATE_FEMALE;пиратка;x
COMPL_HAJJAJ_FEMALE;хаджи;x
COMPL_WISE_FEMALE;Мудрая;x #adj
COMPL_PILGRIM_FEMALE;паломница;x
COMPL_MIRZA_FEMALE;мирза;x
COMPL_BRILLIANT_FEMALE;Гениальная;x #adj
COMPL_LEARNED_FEMALE;Премудрая;x #adj
COMPL_MYSTIC_FEMALE;кудесница;x
COMPL_POET_FEMALE;сказительница;x
COMPL_VIVACIOUS_FEMALE;Жизнерадостная;x
COMPL_CHASTE_FEMALE;Добродетельная;x #adj
COMPL_GOOD_FEMALE;Великодушная;x #adj
COMPL_DILIGENT_FEMALE;Усердная;x #adj
COMPL_PROUD_FEMALE;Гордая;x #adj
COMPL_HUMBLE_FEMALE;Смиренная;x #adj
COMPL_BRAVE_FEMALE;Храбрая;x #adj
COMPL_WIT_FEMALE;затейница;x
